Hmong,English
Kev kuaj xyuas cov ntshauv sib kis saum taubhau los ntawm cov tsev kawm ntawv yeej pom tias ua tsis tau zoo,Widespread head lice screening efforts by schools have not been shown to be effective
Kev kuaj xyuas koj cov hnoos qeev yog txoj hauv kev zoo tshaj los xyuas seb koj puas muaj kab mob TB,Checking your sputum is the best way to find out if you have TB disease
kev kub hnyiab,burn
kev kub kev txias ntawm lub cev,temperature
Kev mob botulism yeej zoo ib yam txawm tias tibneeg kis tau qhov twg los,"Symptoms of botulism are the same, regardless of how people get it"
"kev mob coj ntau tus yam ntxwv ua rau muaj kev nyuaj siab, tsis nco qab, los sis xav ua phem rau tus kheej",dissociative identity disorder (DID)
"Kev mob loj feem ntau yog pib mob taub hau, ua npaws, xeev siab, lossis tsis muaj zog","Most severe cases start with headache, fever, nausea, or weakness"
Kev mob loj uas cuam tshuam rau hlab ntsha leeg xa xov xwm li mob cov npluag qhwv ib puag ncig ntawm lub hlwb o lossis mob hlwb o nrog rau mob o cov tsig nqaij nyob ib puag ncig lub hlwb,Severe cases may develop neurologic symptoms such as meningitis (inflammation of the membranes surrounding the brain) or meningoencephalitis (inflammation of the brain and surrounding tissues)
"Kev mob loj uas cuam tshuam rau hlab ntsha leeg xa xov xwm li mob hlwb o thiab npluag qhwv ib puag ncig ntawm lub hlwb o, los kuj raug pom tshwm sim","Severe illness affecting the nervous system, such as meningoencephalitis (inflammation of the brain and membranes surrounding the brain), have also been reported"
Kev mob lub hlwb (ua npaws hauv lub hlwb),Inflammation of the brain (encephalitis)
"Kev mob mentsis vim kab mob vais lav West Nile muaj xws li ua npaws, mob taub hau, mob pob thooj leeg nqaij thiab pob qij txha, thiab ua pob xoo liab","Mild illness due to West Nile virus may include fever, headache, muscle or joint aches, and rash"
Kev mob ntawm daim nqaij yuav kho tau los ntawm kev xav tshuaj tua kab mob (antibiotics),Skin anthrax is easily treated with antibiotics
"Kev mob ntsw no sib kis tau ntawm ib tug rau ib tug, uas ua kom neeg mob coob","Pneumonic plague can be passed from one person to another, further spreading the illness"
Kev mob ntsws no yog ib yam uas mob loj heev thiab ua rau kev tuag siab heev,Pneumonic plague is a serious illness with a high death rate
"Kev mob qhua taum yeej txawj ki, tiam sis tsis ki yooj yim npaum kev mob khaub thuas los sis mob qhua pias","Smallpox is contagious, but it's spread less easily than illnesses like influenza or measles"
Kev mob VHFs no kho puas tau?,Can VHFs be treated?
Kev muab faib,Allocation
"Kev muab tau koj tus menyuam cov ntawv txhaj tshuaj MIIC yuav pab kom yooj yim rau kev nthuav qhia cov ntawv rau tej chaw kuaj mob, cov tsev kawm ntawv, kev taug kev deb, lossis kev ua hauj lwm","Having access to you or your child�s MIIC record can make it easier to share immunization information for many reasons such as health, school, travel, or employment"
kev muab tej yam kub kub los npuab,heating pad
Kev muaj txij nkawm,Marital Status
kev muaj zog,energy
Kev mus txhaj tshuaj yog ib txoj kev zoo tshaj plaws los mus tiv thaiv koj tus kheej ntawm tus kab mob COVID-19,Getting vaccinated is one of the best things you can do to protect yourself from COVID-19
Kev mus txhaj tshuaj yuav yog yam zoo tshaj los pab tiv thaiv kom txhob mob COVID-19,Vaccination is the best protection we have against COVID-19
kev ncu kab mob,laboratory culture
"Kev nkag siv phab huabcua (internet), raws li ho muaj nyob rau lub tsev tu; thiab","The internet, to the extent available to the facility; and"
Kev nkag teb chaws,Immigration Status
kev noj haus,nutrition
"Kev noj qab haus huv es muaj kev cuam tshuam txog tshuaj khes mis arsenic mas siv sij ntev xyoo mam ua rau muaj mob, tshwj xeeb yog tias raug cov tshuaj khes mis arsenic nov me me mus ntev ntev xyoo","Health impacts of arsenic may not occur right away and can develop after many years, especially if you are in contact with arsenic at a low level over a long time"
kev noj qab nyob zoo,health
"kev noj qab nyob zoo los ntawm tib neeg txoj kev xav, xeeb ceem, cwj pwm, thiab yam txwv",mental health
Kev npaj muaj tub ki,Family Planning
Kev npaj muaj tub ki cov kev pab & khoom siv,Family Planning Services & Supplies
kev npaj soj ntsuam lub caij lub nyoog ntawm poj niam lub cev seb puas muaj los tsis muaj menyuam,"natural family planning (""rhythm method"")"
Kev Npaj thiab Lis Kev Tu,Planning and Implementing Care
Kev nplua raws li qhov hais dag thaum tsa tes tias txhua yam hais yeej muaj tseeb,Under penalty of perjury/ false swearing
Kev Npog Tsis Qhia thiab Tsis Pub Qhia Tawm,Privacy and Confidentiality
"kev ntsaws, kev ntim khaws cia",filling
kev ntseeg,belief
kev ntseeg,faith
kev ntsuam xyuas,exam
kev ntsuam xyuas,test
kev ntsuam xyuas cov ntshav dawb seb ntau npaum cas,CD4 count
kev ntsuam xyuas ib ce,physical exam
kev ntsuam xyuas kab mob,laboratory test
Kev Ntsuam Xyuas Kev Hnov Lus,Hearing Evaluation
kev ntsuam xyuas lub ntsws ua hauj lwm li cas,tests of pulmonary function
kev ntsuam xyuas lub plawv,cardiac scan
kev ntsuam xyuas lub qhov muag nruj npaum li cas,tonometry
kev ntsuam xyuas lub qog caj pas seb puas ua hauj lwm zoo,TSH assay
kev ntsuam xyuas poj niam lub ncauj tsev menyuam,pap smear (pap test)
kev ntsuam xyuas poj niam lub tsev menyuam lossis plab mog,pelvic exam
kev ntsuam xyuas qhov muag,eye exam
kev ntsuam xyuas seb puas muaj kab mob ntsws,mantoux tuberculin test
kev ntsuam xyuas seb puas muaj mob,checkup
kev ntsuam xyuas suav ntshav seb muaj npaum li cas,blood count
kev ntsuam xyuas thiab kho menyuam yaus,pediatrics
kev ntsuam xyuas txog tib neeg cev nqaij daim tawv,cytology
kev ntsuam xyuas zeem muag ib ncig,visual field examination
kev ntsuam xyuas zis,urinalysis
kev ntsuas,measure
kev ntxhov,difficulty
"Kev ntxhov siab (nyiaj txiag, xwm txheej hauv lub neej, kev noj qab haus huv)","Stress (finances, living situation, health)"
Kev Ntxhov Siab los sis Kev Nyuaj Siab Thaum Sij Hawm thiab Tom Qab Cev Xeeb Me Nyuam,Depression or Anxiety During and After Pregnancy
Kev ntxhov siab thiab kev nyuaj siab mas tuaj yeem tshwm sim sib txawv rau ntawm ib tug neeg rau ib tug neeg,Depression and anxiety can present differently from person to person
Kev Ntxhov Siab thiab Nyuaj Siab Tom Qab Yug Me Nyuam Mos,Postpartum Depression and Anxiety
"Kev ntxhov siab tom qab yug me nyuam mos, mas tuaj yeem tshwm sim mus ntev ntau lub hlis los sis ntau lub xyoos tom qab yug me nyuam tag, tuaj yeem cuam tshuam rau ib tug neeg yug me nyuam los sis ib tug neeg zov me nyuam qhov yuav los saib xyuas rau lawv tus me nyuam mos","Postpartum depression, which can last months or years after giving birth, can affect a birthing person�s or caregiver�s ability to bond with and care for their baby"
kev ntxig koob thaij ntawm qhov chaw tawm rooj mus ntsuam xyuas tag nrho txoj hnyuv loj,colonoscopy
kev ntxig koob thaij ntawm qhov chaw tawm rooj mus ntsuam xyuas yav kawg ntawm txoj hnyuv loj,sigmoidoscopy
Kev ntxiv (tshooj) cov tswv yim tiv thaiv pab tau ntau heev thaum,Adding (layering) on more prevention strategies can be especially helpful when
kev ntxiv ntshav,transfusion
Kev nyiag ua,Fraud
kev nyob sib nrug deb,social distance
kev nyuab,difficulty
Kev nyuaj ntau yam,Hardship
Kev nyuaj siab mob hlwb,Mental illness
Kev nyuaj siab mob hlwb thiab kev kho thaum nruab hnub,Mental Health and Day Treatment
Kev nyuaj siab npau taws,Stress
Kev pab cov tswv cuab,Member Services
Kev pab cuam cov cai tswj,Program Regulations
Kev pab cuam Medicaid,Medicaid Program
Kev Pab Cuam Ntawm Tus Kws Pab Tus Kws Kho Mob,Nursing services
"kev pab da dej,thiab","bathing assistance, and"
Kev pab kho mob,Health Care
Kev pab kho mob Medicaid kam them,Medicaid Coverage
Kev pab kho mob tus neeg khiav hauj lwm,Health Care Coordinator
Kev pab kho ob tog,Mediation
Kev Pab Kom Haum Tsim Nyog,Responsive Service
Kev pab mus sij hawm ntev,Longterm Care
Kev pab rau thaum nyob tos tu txoj sia,Hospice program
Kev Pab Tau Raws Siab,Responsive Service
"Kev pab txhawb los ntawm sawv daws - tsev neeg, cov phooj ywg, feem kev ntseeg hauv zej zo, pab pawg niam thiab txiv, cov neeg nyob sib ze","Social support - family, friends, faith community, parent groups, neighbors"
kev pab txog plaub ntug,Legal Assistance
kev pab ua ntej lossis pab cawm neeg raug mob ua ntej,first aid
Kev paub thiab nrhiav tus kab mob brucellosis no yuav tsis yooj yim rau cov neeg uas kho mob,Identifying and tracking a brucellosis outbreak would be difficult for public health
Kev Paub txog Tus Kws Kho Mob,Physician�s Identity
kev pauv ntawm cov roj ntsha tiv thaiv kab mob vim muaj kab mob lawm,seroconversion
kev phais,operation
kev phais mob,surgery
kev phais plab tho lub qhov me me rau lub koob thaij yees duab saib seb puas muaj mob,laparoscopy
kev phais thaum tus menyuam hauv plab,fetal surgery
kev phais tsev menyuam tawm,hysterectomy
kev phais txuas hlab ntsha plawv,coronary bypass surgery
Kev phom sij rau kev noj qab haus huv,Health Effects
Kev phom sij uas yuav kis kab mob ntawm tej neeg coob nws kuj qis heev.,The risk of catching Ebola in the general public is extremely low.
kev puas ib feem ntawm lub cev thiab/lossis lub hlwb (ua tsis tau qee yam hauv lub neej),disability
kev pub mis rau menyuam,nurse a baby
kev qab los noj mov,appetite
Kev Qhia txog cov Kev Hloov,Notification of changes
Kev qhia xyaum rau kev hloov chaw los sis tso tawm,Orientation for transfer or discharge
kev qhuab qhia,discipline
kev quab yuam,rape
kev quav yeeb quav tshuaj,drug addition
kev raug mob,injury
Kev rhuav tshem ntshauv los ntawm cov niam txiv siv tes rho lossis cov kws tua ntshauv kuj yog ib txoj kev los tua ntshauv uas yam tsis siv cov tshuaj yuav raws OTC thiab cov tshuaj yuav raws li daim ntawv sau yuav tshuaj,Manual removal of lice and nits by parents or professional services may be an effective supplement or alternative to OTC and prescription treatments
Kev rov txais nkag rau ib lub tsev tu nkag rau lwm lub,Readmission to a composite distinct part
Kev ruaj siab ntawv kev ceev nyiaj txiag,Assurance of financial security
kev rub kom txha sib dhos,traction
"Kev sab laj, kev sib tham txog txoj kev yuav kho tus mob mas yog ib yam uas sawv daws yuav tsum tham tsis tau rau lwm tus neeg hnov","Case discussion, consultation, examination, and treatment are confidential and shall be conducted discreetly"
Kev saib tau los sis qhia tawm cov lus qhia txog tus neeg mob thiab cov ntaub ntawv kho mob mas yuav ua tau raws li 45 CFR cov seem 160 thiab 164,Access to or release of patient information and clinical records is permitted in accordance with 45 CFR parts 160 and 164
Kev saib xyuas,Guardianship
Kev saib xyuas kev noj qab haus huv thiab kev tuaj tu mob rau tim tsev,Public health and home visiting nurses
Kev Saib Xyuas Kho Mob Ib Txwm Chaw Kuaj Mob/Tiv Tauj:,Primary Care Clinic/Contact:
kev saib xyuas lub cev xeeb tub,prenatal care
Kev saib xyuas tu kom huv yog suav nrog rau cov kauj ruam xws li ntxuav tes thiab npog qhov ncauj thaum koj hnoos,Improved�hygiene�includes many simple steps such as washing your hands and covering your cough
Kev sau npe/teev npe,Registration
Kev sau tsab ntawv ceeb toom kom dhos sij hawm,Timing of the notice
Kev sib cuag nrog lwm qhov chaw kho mob,Relationship with other health services
kev sib deev,intercourse
kev sib kis kab mob los ntawm kev sib deev/pw ua ke,sexually transmitted
Kev Sib Koom Tes Ntawm Tsev Neeg-mus rau-Tsev Neeg,Family-to-Family Networking
kev sib swm los ntawm kev sib deev/pw ua ke,sexual relations
kev sib tham qhia keeb kwm caj ceg,genetic counseling
"Kev sib tham txog ib leeg mob twg, tuav tswv yim, kuaj, thiab kho yuav tsum txhob raug tshaj qhia tawm thiab kom ua ntsiag twb to","Case discussion, consultation, examination, and treatment are confidential and shall be conducted discreetly"
kev sim ntsuas,test
kev sim ntsuas seb puas xeeb tub lossis puas muaj menyuam,pregnancy test
kev sim qhov muag saib pom kev li cas,test of visual acuity
"Kev sim tshauj ntawm tawv nqaij txog kev kuaj xyua kab mob ntsws hu ua Tuberculosis (TB), lossis tej thaum kuj hu ua �Mantoux� no yog ib yam kev kuaj uas tsis mob li, qhov kev kuaj no yog los xyuas seb koj puas kis tau hom kab mob ntsws (latent TB)","The tuberculosis (TB) skin test, sometimes called a �Mantoux,� is a simple, harmless way to find out if you have latent TB infection"
Kev Sim Tshauj Ntawm Tawv Nqauj Tawv Txog Kev Kuaj Kab Mob TB,The TB Skin Test
Kev sim tshuaj rau tawv nqaij yuav paub tau tias koj muaj tus kab mob no hauv koj lub cev los tsis muaj,The Mantoux TB skin test can tell if there are TB germs in your body
Kev Siv Cov Cai,Exercise of Rights
"kev siv cov tshuaj txias tua nqaij (hlav, txawv txav, khees xaws)",cryosugery
kev siv cuab yeej mus ntsuam xyuas lub plawv,cardiac catheterization
"kev siv fais fab thaij ntsuam xyuas lub mis, ntsuam xyuas seb mis puas muaj mob",mammogram (mammography)
kev siv hluav taws xob (fais fab) ntsuam xyuas tej nqaij tawv/tej leeg,electromyogram (EMG)
kev siv hluav taws xob phais qhov muag,laser eye surgery (laser photo-coagulation)
Kev siv kev ceev txheem tau muaj qhov tsis zoo rau tus neeg mob kev noj qab haus huv thiab nyab xeeb; thiab,the use of the restraint has jeopardized the health and safety of the resident; and
Kev siv li hais yuav tsum ua raws xeev thaib tsoom fwv txoj cai,Such use must comply with state and federal law
kev siv lub cev tes taw ua ub ua no,motor skill
kev siv lub tshuab hluav taws xob tua suab tsom rau hauv lub cev,ultrasound
kev siv lub tshuab taug kev ces khiav ceev zuj zus los ntsuam xyuas lub plawv seb ua hauj lwm zoo npaum cas,stress test (exercise treadmill test)
kev siv lub tshuab taug kev ces khiav ceev zuj zus los ntsuam xyuas lub plawv seb ua hauj lwm zoo npaum li cas,exercise thallium test (treadmill stress test)
kev siv lub tshuab taug kev ces khiav ceev zuj zus los ntsuam xyuas lub plawv ua hauj lawm zoo npaum li cas,exercise thallium test (tradmill stress test)
kev siv lub tshuab taug kev ces khiav ceev zwj zws los ntsuam xyuas lub plawv ua hauj lwm zoo npaum li cas,treadmill stress test (exercise thallium test)
kev siv ntshav ntsuam xyuas kab mob HIV,ELISA test (most common blood test for HIV)
Kev siv nyiaj rau lag luam uas tso cai pub siv,Allowed business expenses
kev siv rab koob mus nqus qhov mob los ntsuam xyuas,needle aspiration biopsy
kev siv teeb ntsuam xyuas hlab pas thiab ncauj plab,endoscopy
kev siv teeb tsom ntsuam xyuas qhov muag,slit lamp exam
kev siv tshuab hluav taws xob los kho mob,ultraviolet treatment (UVA)
kev siv tshuab kho kab mob khees xaws,chemotherapy
kev siv tshuab ntsuam xyuas tib neeg lub plab mog lossis poj niam lub tsev menyuam,pelvic ultrasound
kev siv tshuaj,medication
kev siv tshuaj,remedy
Kev siv tus kab mob botulism no ua rog yeej muaj txij thaum Tsov Raug Ntiajteb Zaum Ob lawm,Attempts to use botulism as a weapon go back at least to World War II
kev siv txiv neej cov kab menyuam thiab poj niam lub qe los sib tov kom xeeb tau menyuam,in vitro fertilization (IVF)
kev soj ntsuam,observation
Kev soj ntsuam,Survey
Kev soj ntsuam tsam neeg phem siv kab mob plague los ua kev sib tua no twg tau muab kawm tau li 60 xyoo no lawm,The possible use of plague as a weapon has been studied for at least 60 years
kev soj ntsuam txog cov khoom tiv thaiv kab mob uas nyob hauv roj ntsha,antibody or serology tests
Kev tau kev tu zoo sib nrawg,Equal access to quality care
"Kev tau txais ntawv qhai li hais, thiab uas ho kho nws li cas los xij, yuav tsum tau lus sau lav paub","Receipt of such information, and any amendments to it, must be acknowledged in writing"
kev taug qab ntsuam xyuas ntxiv mus,follow-up
kev tawm; chaw tawm,exit
kev teem caij sib ntsib,appointment
Kev teev ntaub ntawv,Documentation
Kev teev ntaub ntawv rau tus neeg mob mtaub ntawv yuav tsum muaj:,Documentation in the resident�s medical record must include:
Kev teev ntaub ntawv yuav tsum kom muaj no yuav tsum ua los ntawm---,The documentation required must be made by�
